CoffeeID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
431,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,Unknown,monte blanco,0,finca teocelo,Unknown,veracruz,ERNESTO RODRIGUEZ LUNA,10,1.0,AMECAFE,2012-01-01,2012-08-01,ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,Green,7,2013-08-01,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,Unknown,Unknown,Unknown
432,Arabica,modesto landeros flores,Mexico,mata larga,Unknown,finca mata larga,0,Unknown,1000,fortín de las flores,MODESTO LANDEROS FLORES,54,1.0,AMECAFE,2012-01-01,2012-07-11,MODESTO LANDEROS FLORES,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue-Green,0,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0
433,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,Unknown,beneficio ixchel,11/23/0767,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012-01-01,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,2013-07-09,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
434,Arabica,nucoffee,Brazil,água limpa,Unknown,Unknown,002/1251/0241,nucoffee,1200m,grama valley,Eliane de Andrade Cyrino Noqueira,30,60.0,NUCOFFEE,2012-01-01,2012-02-23,NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue-Green,1,2013-02-22,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1200.0,1200.0
435,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0089,exportadora de cafe condor s.a,175,huila,Unknown,250,70.0,Almacafé,2012-01-01,2012-02-22,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,2013-02-21,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,175.0,175.0,175.0
436,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-0661,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,la plata,La Plata,175,70.0,Almacafé,2012-01-01,2012-02-09,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,2013-02-08,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
437,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0205,Unknown,1600-1800msnm,huila,Unknown,250,70.0,Almacafé,2011-01-01,2011-06-14,Exportadora de Cafe Condor S.A,Unknown,Unknown,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,Unknown,0,2012-06-13,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1800.0,1700.0
438,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0107,Unknown,1880 msnm,cauca,Unknown,250,70.0,Almacafé,2010-04-01,2011-02-22,Exportadora de Cafe Condor S.A,Unknown,Unknown,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,Unknown,1,2012-02-22,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1880.0,1880.0,1880.0
439,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindio,3-068-0108,Unknown,1800 m.s.n.m,cundinamarca,Exportadora de Café Cóndor S.A,250,70.0,Almacafé,2010-04-01,2011-01-17,Exportadora de Cafe Condor S.A,Unknown,Unknown,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,Unknown,1,2012-01-17,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0
440,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,,2017-10-20,Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,2018-10-20,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0
441,Arabica,juan luis alvarado romero,Guatemala,beneficio el torreon,11/23/0673,beneficio ixchel,11/23/0673,"unex guatemala, s.a.",1901,oriente,AGROINDUSTRIAS CAFETALERAS,275,69.0,Asociacion Nacional Del Café,2017-01-01,2017-08-24,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,1,2018-08-24,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1901.0,1901.0,1901.0
442,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mamsera,AA,rafiki (coffee) limited,033/0004,volcafe/taylorwinch tanzania ltd,16.8,moshi,Mamsera,320,60.0,Tanzanian Coffee Board,2016-01-01,2017-06-20,Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,3,2018-06-20,Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,168.0,168.0,168.0
443,Arabica,andrea bernal,Peru,Unknown,1,procesadora del sur sa,543,prodlesur sa,Unknown,Unknown,Unknown,200,13800.0,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,2017-01-01,2017-06-16,ANDREA BERNAL,Unknown,Unknown,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,Green,0,2018-06-16,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,d35c195333cbf1d7c6a0eba5e11d1765030cca85,6bda121782b86a56c1f4df8268e62da3aa2d21e0,m,Unknown,Unknown,Unknown
444,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,Oriental Paris Natural Coffee,yes,Unknown,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",1,2.0,Specialty Coffee Association,2017-01-01,2017-05-08,"Sunvirtue Co., Ltd.",Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0.0,None,0,2018-05-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550.0,1550.0,1550.0
445,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/58,beneficio siembras vision (154),11/11711/58,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,250,1500.0,Asociacion Nacional Del Café,2016-01-01,2016-05-23,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,2.0,Green,3,2017-05-23,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
446,Arabica,cadexsa,Honduras,bethel,427,dry mill,13-63-214,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69.0,Instituto Hondureño del Café,2016-01-01,2016-05-02,CADEXSA,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,Blue-Green,1,2017-05-02,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0
447,Arabica,yunnan coffee exchange,China,chen lin,YNC-16056,mojiang jinggong estate speciality development co.ltd mill,Unknown,yunnan coffee exchange,1200,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,3,60.0,Yunnan Coffee Exchange,2015-01-01,2016-04-06,Yunnan Coffee Exchange,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,0,2017-04-06,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1200.0,1200.0,1200.0
448,Arabica,yunnan coffee exchange,China,yunnan success trade co.ltd,YNC-16028,yunnan success trade co.ltd mill,Unknown,yunnan coffee exchange,1600,dehong prefecture,Yunnan Success Trade Co.Ltd,3,60.0,Yunnan Coffee Exchange,2015-01-01,2016-04-05,Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,3,2017-04-05,Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1600.0,1600.0,1600.0
449,Arabica,consejo salvadoreño del café,El Salvador,agua caliente,1,agua caliente,9-392-68,consejo salvadoreño del café,1350,apaneca,Ecom Agroindustrial Corp. Ltd.,275,69.0,Salvadoran Coffee Council,2016-01-01,2016-03-29,Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,0,0.0,Green,0,2017-03-29,Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1350.0,1350.0,1350.0
450,Arabica,juan luis alvarado romero,Guatemala,finca medina,Unknown,beneficio siembras vision (154),11/11711/1,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150,69.0,Asociacion Nacional Del Café,2015-01-01,2015-10-29,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,1,2016-10-28,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0
451,Arabica,juan luis alvarado romero,Guatemala,"la esperanza, margarita nuyes",Unknown,beneficio ixchel,11/23/2004,"unex guatemala, s.a.",1400-1900 psn,oriente,PAPATURRO,100,69.0,Asociacion Nacional Del Café,2015-01-01,2015-09-29,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,0,0.0,Green,3,2016-09-28,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1400.0,1900.0,1650.0
452,Arabica,taylor winch (coffee) ltd.,Kenya,Unknown,Unknown,Unknown,37-0843-3305,taylor winch (coffee) ltd,approx.1'500 metres a.s.l.,kenya,Unknown,300,2.0,Kenya Coffee Traders Association,2014-01-01,2015-07-03,Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0.0,Bluish-Green,1,2016-07-02,Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1.0,500.0,250.5
453,Arabica,doi tung development project,Thailand,Unknown,Unknown,Unknown,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2014-01-01,2015-06-09,Doi Tung Development Project,Unknown,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Bluish-Green,0,2016-06-08,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0
454,Arabica,tutunze kahawa ltd,"Tanzania, United Republic Of",myanganyanga,Unknown,tutunze kahawa ltd,C9,tutunze kahawa ltd,1653,mbinga,Tutunze Kahawa Ltd,180,60.0,Africa Fine Coffee Association,2014-01-01,2014-12-12,Tutunze Kahawa Ltd,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,0.0,Bluish-Green,6,2015-12-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1653.0,1653.0,1653.0
455,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-0119,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,232,70.0,Almacafé,2014-01-01,2014-11-05,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,0,0.0,Unknown,4,2015-11-05,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
456,Arabica,kabum trading company,Uganda,kaptanya,Unknown,gumutindo,0,kabum trading company,1800,eastern,Kabum Trading Company,84,60.0,Uganda Coffee Development Authority,2014-01-01,2014-10-28,Kabum Trading company,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Bluish-Green,0,2015-10-28,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0
457,Arabica,cafe politico,Colombia,unkown,Unknown,unkown,unkown,green mountain coffee,Unknown,Unknown,unkown,1,1.814368,Specialty Coffee Association,2014-01-01,2014-08-25,Cafe Politico,Unknown,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.11,10,0.0,Green,3,2015-08-25,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,Unknown,Unknown,Unknown
458,Arabica,mayra yessenia torres,Honduras,el cerron,Unknown,rio hamaca,13-01-2369,"olam honduras, s.a.",1450 msnn,san marcos,Nelson Melgar Melgar,275,1.0,Instituto Hondureño del Café,2013-01-01,2014-04-12,Mayra Yessenia Torres,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,5,2015-04-12,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0
459,Arabica,Unknown,Honduras,los hicaques,Unknown,cigrah sps,13-111-193,cigrah,1350,comayagua,Reynerio Zepeda,275,1.0,Instituto Hondureño del Café,,2014-04-08,Unknown,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,3,2015-04-08,Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0
460,Arabica,juan luis alvarado romero,Guatemala,nueva granada,Unknown,beneficio nueva granada,11-326-10,"agricola nueva granada, s.a.",5000 pies,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",200,69.0,Asociacion Nacional Del Café,2014-01-01,2014-03-27,Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,0,0.0,Green,1,2015-03-27,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0
461,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KS011714,kona pacific farmers cooperative,Unknown,kona,Unknown,6,45.3592,Specialty Coffee Association,2013-01-01,2014-02-07,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,Bluish-Green,0,2015-02-07,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,Unknown,Unknown,Unknown
462,Arabica,balam hinyula,"Tanzania, United Republic Of",Unknown,Unknown,rafiki (coffee) limited,4,taylor winch (t) ltd,1800,kilimanjaro,Unknown,300,1.0,Tanzanian Coffee Board,2014-01-01,2014-01-31,Balam Hinyula,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,1,2015-01-31,Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1800.0,1800.0,1800.0
463,Arabica,juan luis alvarado romero,Guatemala,finca el morito,Unknown,beneficio ixchel,11/23/0465,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013-01-01,2013-04-26,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,2,2014-04-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
464,Arabica,nestor mendez gomez,Mexico,santa cecilia,Unknown,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1500,chiapas,MARGARITO ROBLERO VAZQUEZ,45,1.0,AMECAFE,2013-01-01,2013-03-29,NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,2,2014-03-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500.0,1500.0,1500.0
465,Arabica,saul m. hernandez ramirez,Mexico,tlapacoya,Unknown,"el chipoco, municipio de tlanchinol",1702765464,Unknown,532,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,10,1.0,AMECAFE,2012-01-01,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,3,0.0,None,8,2013-09-27,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,532.0,532.0,532.0
466,Arabica,saul m. hernandez ramirez,Mexico,la loma,Unknown,el pedregal,1702771046,Unknown,1089,san bartolo tutotepec,"TREJO VELASCO, ROMAN",10,1.0,AMECAFE,2012-01-01,2012-09-27,SAUL M. HERNANDEZ RAMIREZ,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,0,0.0,None,10,2013-09-27,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1089.0,1089.0,1089.0
467,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-1691,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70.0,Almacafé,2012-01-01,2012-08-31,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,1,0.0,Green,2,2013-08-31,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0
468,Arabica,fernando mendoza aparicio,Mexico,el mirador,Unknown,el mirador,1702766681,Unknown,700,san isidro,FERNANDO MENDOZA APARICIO,15,1.0,AMECAFE,2012-01-01,2012-07-11,FERNANDO MENDOZA APARICIO,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,0,0.0,Green,5,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,700.0,700.0,700.0
469,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora bonanza - armenia quindioa,3-68-0140,exportadora de cafe condor s.a,1750 msnm,huila,Unknown,250,70.0,Almacafé,2012-01-01,2012-06-08,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Blue-Green,0,2013-06-08,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0
470,Arabica,alfredo bojalil,Mexico,finca nueva linda,Unknown,agroindustrias unidas de mexico,2222,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,250,1.0,AMECAFE,2012-01-01,2012-06-06,ALFREDO BOJALIL,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,Unknown,5,2013-06-06,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1380.0,1380.0,1380.0
471,Arabica,nucoffee,Brazil,campo das flores,Unknown,Unknown,002/1251/0250,nucoffee,1000m,south of minas,Giovane Senna Bonacorssi,50,60.0,NUCOFFEE,2012-01-01,2012-03-19,NUCOFFEE,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Green,1,2013-03-19,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0
472,Arabica,nucoffee,Brazil,são francisco da serra,Unknown,Unknown,002/1251/0245,nucoffee,950m,mogiana,Maria Aparecida Ferreira Azevedo,100,60.0,NUCOFFEE,2012-01-01,2012-02-17,NUCOFFEE,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,4,2013-02-16,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,950.0,950.0,950.0
473,Arabica,felipe isaza,Guatemala,conquista / morito,Unknown,beneficio ixchel,11-26-0236,coffee resources inc.,4600 ft.,oriente,Conquista / Morito,250,2.0,Specialty Coffee Association,2012-01-01,2012-02-01,Felipe Isaza,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.0,0,0.0,Green,10,2013-01-31,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1402.08,1402.08,1402.08
474,Arabica,nucoffee,Brazil,fazenda do lobo,Unknown,Unknown,002/1251/0075,nucoffee,1000m,south of minas,Andrea Galvão Noqueira,25,60.0,NUCOFFEE,2011-01-01,2011-12-03,NUCOFFEE,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Blue-Green,3,2012-12-02,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0
475,Arabica,nucoffee,Brazil,olhos d'agua,Unknown,Unknown,Unknown,Unknown,900m,south of minas,Mario Dornelles Alvarenga,90,60.0,NUCOFFEE,2011-01-01,2011-10-28,NUCOFFEE,Unknown,Unknown,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,0,0.0,Unknown,2,2012-10-27,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,900.0,900.0,900.0
476,Arabica,the coffee source inc.,El Salvador,several,Unknown,la majada cooperative,9-29-1990,Unknown,1200 mts,santa ana,Several,250,69.0,Specialty Coffee Association,,2011-08-23,The Coffee Source Inc.,Unknown,Unknown,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,0,0.0,Unknown,3,2012-08-22,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0
477,Arabica,ethiopia commodity exchange,Ethiopia,tega and tula special coffee farm,Unknown,Unknown,010/0182/0008,Unknown,1850 m,limu,Tega and Tula Special Coffee Farm,300,6,Ethiopia Commodity Exchange,,2010-06-16,Ethiopia Commodity Exchange,Unknown,Unknown,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0.0,Unknown,0,2011-06-16,Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,1850.0,1850.0,1850.0
