Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Expiration_Year,Year_Difference,Grading.Year,Grading.Quarter,Grading.Month,Grading.Day,Grading.Weekday,Expiration.Year,Expiration.Quarter,Expiration.Month,Expiration.Day,Expiration.Weekday
388,Arabica,juan luis alvarado romero,Guatemala,finca medina,Unknown,beneficio siembras vision (154),11/11711/6,"siembras vision, s.a.",1830.9876708757638,antigua,"SIEMBRAS VISIÓN, S.A.",250,69.0,Asociacion Nacional Del Café,2014.0,2014-02-18,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,Green,2,2015-02-18,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,2015,1.0,2014,1,2,18,2,2015,1,2,18,3
389,Arabica,juan luis alvarado romero,Guatemala,el morito,Unknown,beneficio ixchel,11/23/1040,"unex guatemala, s.a.",1830.9876708757638,oriente,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013.0,2013-07-16,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,2014-07-16,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2014,1.0,2013,3,7,16,2,2014,3,7,16,3
390,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2233803 KONA NO. 1,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,13,45.3592,Specialty Coffee Association,2012.0,2013-01-24,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,Green,2,2014-01-24,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2014,2.0,2013,1,1,24,4,2014,1,1,24,5
391,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora boananza,3-68-0147,exportadora de cafe condor s.a,1830.9876708757638,cundinamarca,Exportadora de cafe condor,250,70.0,Almacafé,2012.0,2012-06-26,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,2013-06-26,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,2013,1.0,2012,2,6,26,2,2013,2,6,26,3
396,Arabica,exportadora de cafe condor s.a,Colombia,various,68-0054,bonanza - armenia,68-0054,exportadora de cafe condor s.a,1830.9876708757638,huila,various,275,70.0,Almacafé,2016.0,2016-11-08,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,1.0,Unknown,0,2017-11-08,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,2017,1.0,2016,4,11,8,2,2017,4,11,8,3
397,Arabica,racafe & cia s.c.a,Colombia,Unknown,3-37-3729,bachue,3-37-3729,racafe & cia s.c.a,1830.9876708757638,guayata,Unknown,130,70.0,Almacafé,2016.0,2016-06-15,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Blue-Green,0,2017-06-15,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,1.0,2016,2,6,15,3,2017,2,6,15,4
398,Arabica,racafe & cia s.c.a,Colombia,Unknown,3-37-2623,bachue,3-37-2623,racafe & cia s.c.a,1830.9876708757638,huila,La Plata,275,70.0,Almacafé,2016.0,2016-05-05,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,1,0.0,Green,2,2017-05-05,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,1.0,2016,2,5,5,4,2017,2,5,5,5
399,Arabica,ipanema coffees,Brazil,rio verde,Unknown,ipanema coffees,002/1660/0106,ipanema coffees,1830.9876708757638,south of minas,Ipanema Agrícola SA,10,2.0,Specialty Coffee Association,2014.622034907094,2015-10-12,Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,Green,5,2016-10-11,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1227.0,1227.0,1227.0,2016,Unknown,2015,4,10,12,1,2016,4,10,11,2
400,Arabica,andreas kussmaul,Mexico,ecc,Unknown,ecc,1620280402,exportadora café california,1830.9876708757638,chiapas,ECC,275,1.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014.0,2015-07-14,ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,2,2016-07-13,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1200.0,1200.0,1200.0,2016,2.0,2015,3,7,14,2,2016,3,7,13,3
401,Arabica,exportadora de cafe condor s.a,Colombia,various,Unknown,trilladora agricola,3-68-0103,exportadora de cafe condor s.a,1830.9876708757638,santander,varios,275,70.0,Almacafé,2015.0,2015-04-08,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,Green,1,2016-04-07,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,2016,1.0,2015,2,4,8,3,2016,2,4,7,4
402,Arabica,afca,"Tanzania, United Republic Of",mondul coffee estate,Unknown,mondul coffee estate,C27,mondul coffee estate,1830.9876708757638,arusha,Mondul Coffee Estate,10,60.0,Africa Fine Coffee Association,2014.0,2014-12-12,AFCA,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,6,2015-12-12,Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700.0,1700.0,1700.0,2015,1.0,2014,4,12,12,5,2015,4,12,12,6
403,Arabica,j.andrade,Mexico,el pino,Unknown,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",1830.9876708757638,veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1.0,AMECAFE,2013.0,2014-07-15,J.ANDRADE,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,Green,0,2015-07-15,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,2015,2.0,2014,3,7,15,2,2015,3,7,15,3
404,Arabica,the coffee source inc.,Costa Rica,several,Unknown,cafe altura de san ramon,5-562-0013,the coffee source inc.,1830.9876708757638,san ramon,SEVERAL,250,1.360776,Specialty Coffee Association,2014.0,2014-04-07,The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,3,2015-04-07,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,2015,1.0,2014,2,4,7,1,2015,2,4,7,2
405,Arabica,eileen koyanagi,United States (Hawaii),Unknown,Unknown,Unknown,KP012314,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,12,45.3592,Specialty Coffee Association,2014.0,2014-02-25,Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0,0.0,Bluish-Green,1,2015-02-25,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2015,1.0,2014,1,2,25,2,2015,1,2,25,3
406,Arabica,eric thormaehlen,Costa Rica,several,Unknown,several - coricafe dry mill,5-0048-0023,coricafe s.a.,1830.9876708757638,central valley,CORICAFE BLEND,250,1.0,Specialty Coffee Association of Costa Rica,2013.0,2014-02-14,Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,Green,3,2015-02-14,Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1100.0,1300.0,1200.0,2015,2.0,2014,1,2,14,5,2015,1,2,14,6
408,Arabica,itiah coffee llc,Haiti,marre blanche,Unknown,Unknown,Unknown,itiah coffee llc.,1830.9876708757638,"thiotte, haiti",COOPCAB,2,1.814368,Specialty Coffee Association,2012.0,2013-10-03,ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,4,2014-10-03,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1280.16,1280.16,1280.16,2014,2.0,2013,4,10,3,4,2014,4,10,3,5
409,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,neiva,3-59-1326,carcafe ltda,1830.9876708757638,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,250,70.0,Almacafé,2013.0,2013-04-26,CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,Green,1,2014-04-26,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000.0,1000.0,1000.0,2014,1.0,2013,2,4,26,5,2014,2,4,26,6
410,Arabica,juan luis alvarado romero,Guatemala,el sacramento,Unknown,beneficio ixchel,11/23/0419,"unex guatemala, s.a.",1830.9876708757638,oriente,LUIS RODRIGUEZ,250,69.0,Asociacion Nacional Del Café,2013.0,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,3,2014-02-26,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2014,1.0,2013,1,2,26,2,2014,1,2,26,3
411,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,2234503 KONA PRIME,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,7,45.3592,Specialty Coffee Association,2012.0,2013-01-24,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0,0.0,Bluish-Green,4,2014-01-24,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2014,2.0,2013,1,1,24,4,2014,1,1,24,5
412,Arabica,steven kil,Burundi,sogestal kayanza,Unknown,kiriyama washing station,Unknown,the specialty coffee appraisers institute of asia,1830.9876708757638,kayanza,Unknown,220,60.0,Specialty Coffee Association,2012.0,2012-08-29,Steven Kil,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,0.0,Unknown,5,2013-08-29,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1880.0,1880.0,1880.0,2013,1.0,2012,3,8,29,3,2013,3,8,29,4
413,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0133,exportadora de cafe condor s.a,1830.9876708757638,huila,condor,250,70.0,Almacafé,2012.0,2012-05-30,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Green,1,2013-05-30,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2013,1.0,2012,2,5,30,3,2013,2,5,30,4
416,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,corta pico,2016-2017-1,la catedral del cafe,Unknown,cafe de don balbino s.c. de r.l. de c.v.,1830.9876708757638,sierra madre occidental,BALBINO RAMIREZ FLORES,50,50.0,Centro Agroecológico del Café A.C.,2017.0,2017-03-07,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Blue-Green,0,2018-03-07,Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1600.0,1600.0,1600.0,2018,1.0,2017,1,3,7,2,2018,1,3,7,3
417,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-181,micro beneficio la cabaña-javier meza,Unknown,bold coast coffee,1830.9876708757638,tarrazu,Manuel Montero,29,46.0,Specialty Coffee Association,2016.0,2017-01-30,Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,2018-01-30,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900.0,1900.0,1900.0,2018,2.0,2017,1,1,30,1,2018,1,1,30,2
419,Arabica,juan luis alvarado romero,Guatemala,linda vista,11-973-152,linda vista,11/973/152,mercon guatemala s.a.,1830.9876708757638,nuevo oriente,PABLO CHUY,275,0.0,Asociacion Nacional Del Café,2016.0,2016-08-12,Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,2017-08-12,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,2100.0,2100.0,2100.0,2017,1.0,2016,3,8,12,5,2017,3,8,12,6
420,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,035/170/5061178,kawacom,035/170/5061178,kawacom uganda ltd,1830.9876708757638,"sipi, mt elgon",Kawacom Uganda LTD,150,9000.0,Uganda Coffee Development Authority,2015.0,2016-05-19,Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,Green,1,2017-05-19,Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2017,2.0,2016,2,5,19,4,2017,2,5,19,5
422,Arabica,carcafe ltda ci,Colombia,Unknown,Unknown,neiva,3-59-0318,carcafe ltda,1830.9876708757638,huila,FRANKLIN DUSSAN,304,35.0,Almacafé,2014.622034907094,2015-11-27,CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.0,0,0.0,Green,2,2016-11-26,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,2016,Unknown,2015,4,11,27,5,2016,4,11,26,6
423,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los charcos,Unknown,la yerba,3,productos y servicios chilindron s.a. de c.v.,1830.9876708757638,cuarenteño,Rafael Arroyo Zoto,11,2.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015.0,2015-07-14,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,Bluish-Green,2,2016-07-13,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1261.0,1261.0,1261.0,2016,1.0,2015,3,7,14,2,2016,3,7,13,3
424,Arabica,"lin, che-hao krude 林哲豪",Taiwan,sunshine valley estate 向陽高山咖啡,Unknown,sunshine valley estate 向陽高山咖啡,Taiwan,taiwan coffee laboratory,1830.9876708757638,natou county,LIN YEN CHIEN 林言謙,10,15.0,Specialty Coffee Association,2015.0,2015-06-18,"Lin, Che-Hao Krude 林哲豪",Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,Blue-Green,0,2016-06-17,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0,2016,1.0,2015,2,6,18,4,2016,2,6,17,5
425,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,以勒咖啡,Unknown,以勒咖啡,Taiwanw台灣,宸嶧國際,1830.9876708757638,南投國姓,蘇詠晴,10,60.0,Blossom Valley International,2014.0,2014-11-23,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,Green,0,2015-11-23,Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,800.0,800.0,800.0,2015,1.0,2014,4,11,23,7,2015,4,11,23,1
426,Arabica,compañia colombiana agroindustrial s.a,Colombia,Unknown,Unknown,trilladora boananza,3-79-1818,ecom cca sa,1830.9876708757638,eje cafetero,Unknown,250,70.0,Almacafé,2014.0,2014-06-24,Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,0,0.0,Green,0,2015-06-24,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1483.0,1483.0,1483.0,2015,1.0,2014,2,6,24,2,2015,2,6,24,3
427,Arabica,juan luis alvarado romero,Guatemala,finca medina,Unknown,beneficio siembras vision (154),11-11711-85 (MED),"siembras vision, s.a.",1830.9876708757638,antigua,"SIEMBRAS VISIÓN, S.A.",26,69.0,Asociacion Nacional Del Café,2014.0,2014-03-07,Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,Green,1,2015-03-07,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,2015,1.0,2014,1,3,7,5,2015,1,3,7,6
428,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0215,exportadora de cafe condor s.a,1830.9876708757638,huila,Unknown,275,70.0,Almacafé,2013.0,2013-08-02,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,1,2014-08-02,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2014,1.0,2013,3,8,2,5,2014,3,8,2,6
429,Arabica,calixto guillen vazquez,Mexico,various,Unknown,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1830.9876708757638,chiapas,VRIOS PRODUCTORES,200,1.0,AMECAFE,2013.0,2013-03-29,CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,Green,6,2014-03-29,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0,2014,1.0,2013,1,3,29,5,2014,1,3,29,6
430,Arabica,kona pacific farmers cooperative,United States (Hawaii),Unknown,Unknown,Unknown,KF313630,kona pacific farmers cooperative,1830.9876708757638,kona,Unknown,11,45.3592,Specialty Coffee Association,2012.0,2013-03-21,Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,0,0.0,Bluish-Green,4,2014-03-21,Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1812.3495975560081,1849.6257441955195,1830.9876708757638,2014,2.0,2013,1,3,21,4,2014,1,3,21,5
431,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,Unknown,monte blanco,0,finca teocelo,1830.9876708757638,veracruz,ERNESTO RODRIGUEZ LUNA,10,1.0,AMECAFE,2012.0,2012-08-01,ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.13,0,0.0,Green,7,2013-08-01,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1812.3495975560081,1849.6257441955195,1830.9876708757638,2013,1.0,2012,3,8,1,3,2013,3,8,1,4
432,Arabica,modesto landeros flores,Mexico,mata larga,Unknown,finca mata larga,0,Unknown,1830.9876708757638,fortín de las flores,MODESTO LANDEROS FLORES,54,1.0,AMECAFE,2012.0,2012-07-11,MODESTO LANDEROS FLORES,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue-Green,0,2013-07-11,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,2013,1.0,2012,3,7,11,3,2013,3,7,11,4
433,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,Unknown,beneficio ixchel,11/23/0767,"unex guatemala, s.a.",1830.9876708757638,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012.0,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,2013-07-09,Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,2013,1.0,2012,3,7,9,1,2013,3,7,9,2
434,Arabica,nucoffee,Brazil,água limpa,Unknown,Unknown,002/1251/0241,nucoffee,1830.9876708757638,grama valley,Eliane de Andrade Cyrino Noqueira,30,60.0,NUCOFFEE,2012.0,2012-02-23,NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue-Green,1,2013-02-22,NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1200.0,1200.0,2013,1.0,2012,1,2,23,4,2013,1,2,22,5
435,Arabica,exportadora de cafe condor s.a,Colombia,Unknown,Unknown,trilladora boananza,3-68-0089,exportadora de cafe condor s.a,1830.9876708757638,huila,Unknown,250,70.0,Almacafé,2012.0,2012-02-22,Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,2013-02-21,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,175.0,175.0,175.0,2013,1.0,2012,1,2,22,3,2013,1,2,21,4
436,Arabica,racafe & cia s.c.a,Colombia,Unknown,Unknown,Unknown,3-37-0661,c.i.racafe & cia s.c.a,1830.9876708757638,la plata,La Plata,175,70.0,Almacafé,2012.0,2012-02-09,Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,2013-02-08,Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,2013,1.0,2012,1,2,9,4,2013,1,2,8,5
440,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,1830.9876708757638,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,2016.4501061796686,2017-10-20,Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,2018-10-20,Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0,2018,Unknown,2017,4,10,20,5,2018,4,10,20,6
